startSeconds,endSeconds,includesTargetChild
36.0,37.29,True
137.58,138.31,True
143.77,145.16,True
150.8,153.16,True
160.08,160.77,True
166.79,169.11,True
171.92,172.52,True
189.13,189.73,True
193.9,194.66,True
195.47,196.52,True
198.0,198.8,True
198.8,199.98,True
202.66,203.26,True
207.32,208.75,True
232.1,232.91,True
232.91,233.71,True
330.99,331.67,True
332.83,334.22,True
338.68,339.45,True
342.11,343.05,True
343.05,343.83,True
351.1,351.9,True
351.9,353.0,True
364.32,368.92,True
370.01,372.31,True
372.31,373.2,True
375.63,376.61,True
377.62,378.39,True
380.0,380.9,True
382.7,384.07,True
385.27,386.32,True
392.98,394.55,True
403.43,405.28,True
423.41,424.72,True
428.18,430.77,True
438.33,439.53,True
455.67,457.54,True
467.48,468.1,True
472.82,473.57,True
476.38,477.43,True
477.43,478.48,True
481.67,483.39,True
486.8,488.39,True
489.39,489.99,True
491.82,492.57,True
519.72,520.92,True
523.35,524.09,True
524.09,524.89,True
524.89,525.6,True
528.22,528.93,True
541.95,542.56,True
544.94,546.83,True
547.9,548.5,True
549.5,551.98,True
557.78,558.76,True
559.62,560.39,True
562.39,564.39,True
572.7,573.49,True
575.29,577.34,True
578.53,580.62,True
581.55,582.61,True
587.68,588.76,True
590.25,592.22,True
605.48,607.52,True
728.06,729.1,True
752.44,753.28,True
754.42,755.54,True
778.5,779.63,True
828.72,830.01,True
840.49,841.74,True
847.46,849.49,True
868.38,869.06,True
871.29,873.04,True
886.34,887.46,True
902.03,903.42,False
905.58,906.18,False
961.18,962.34,True
966.08,967.16,True
969.56,970.52,True
994.99,995.68,True
998.56,1000.35,True
1100.98,1101.76,True
1105.06,1105.66,True
1202.78,1203.38,True
1263.56,1264.16,True
1270.54,1271.36,True
1272.33,1273.84,True
1274.64,1275.97,True
1277.9,1279.17,True
1356.0,1356.76,True
1453.35,1454.32,True
1481.95,1483.19,True
1490.09,1490.83,True
1735.7,1736.31,False
1743.21,1743.82,True
1748.47,1749.78,True
1772.57,1773.28,True
1801.94,1802.73,True
1822.47,1823.11,True
1868.66,1869.76,True
1884.34,1884.94,True
1888.98,1889.58,True
1891.28,1893.04,True
1922.78,1924.06,True
1928.84,1929.73,True
1955.66,1956.35,True
1957.15,1957.75,True
1964.88,1965.48,True
1979.91,1980.54,True
1982.01,1983.07,True
1988.11,1990.13,True
1992.73,1993.82,True
1997.08,1998.93,True
2024.77,2026.21,True
2030.2,2030.8,True
2033.52,2034.8,True
2078.01,2079.4,True
2082.68,2083.62,True
2084.42,2085.02,True
2089.77,2090.64,True
2109.03,2109.76,True
2119.91,2120.91,True
2127.76,2129.76,True
2139.03,2139.98,True
2146.76,2147.66,True
2154.07,2155.04,True
2176.49,2177.35,True
2178.16,2178.79,True
2178.79,2179.59,True
2179.59,2180.52,True
2183.1,2184.53,True
2185.5,2186.19,True
2191.17,2191.79,True
2202.18,2203.1,True
2226.6,2228.14,True
2232.7,2233.84,False
2237.38,2237.99,False
2240.01,2241.48,False
2241.48,2242.18,False
2246.23,2246.88,False
2267.51,2268.22,True
2272.69,2273.32,False
2302.25,2302.85,True
2341.53,2343.32,True
2398.1,2398.7,True
2406.69,2407.29,True
2419.38,2421.33,True
2425.34,2426.32,True
2428.99,2430.21,True
2439.76,2441.77,True
2444.12,2444.72,True
2445.53,2447.54,True
2449.35,2450.11,True
2455.01,2456.3,True
2457.85,2458.63,True
2479.19,2480.76,False
2601.67,2602.27,False
2638.58,2639.46,False
2680.56,2681.2,False
2682.08,2682.68,False
2685.96,2686.61,False
2688.79,2690.22,False
2693.44,2694.24,False
2697.15,2697.75,False
2720.6,2721.34,False
2735.37,2736.51,False
2751.88,2752.71,False
2754.75,2755.54,False
2810.87,2811.61,True
2821.26,2821.9,False
2823.82,2825.15,False
2825.15,2826.25,False
2856.07,2856.85,False
2858.11,2858.71,False
2858.71,2859.73,False
3072.94,3073.6,False
3222.73,3223.58,True
3224.38,3224.98,True
3234.19,3234.83,True
3238.5,3239.52,False
3274.76,3275.36,True
3307.58,3308.18,False
3318.89,3319.79,True
3320.85,3321.46,False
3332.87,3333.47,True
3345.28,3345.88,True
3414.28,3414.88,True
3419.61,3420.21,True
3424.56,3425.16,False
3437.72,3438.33,True
3449.05,3451.24,True
3453.1,3453.7,True
3454.65,3455.25,True
3461.63,3462.26,True
3463.06,3463.72,True
3664.22,3665.01,True
3667.42,3668.24,False
3677.5,3678.36,False
3865.5,3866.1,False
4671.27,4671.87,False
4693.55,4694.16,True
4706.86,4707.46,True
4942.31,4942.91,False
4976.52,4977.12,False
10408.59,10409.19,False
10998.23,10998.89,False
10999.69,11000.68,False
11004.06,11005.49,True
11009.48,11011.85,True
11020.86,11022.17,True
11024.38,11025.08,True
11026.16,11028.55,True
11031.38,11032.69,True
11035.19,11037.32,True
